"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 09 11:24:39 CST 2022","Thu Jun 09 11:25:07 CST 2022","27963","test_case","test_web","Test_web","","","test_shipin[ganyu0]",""
"passed","Thu Jun 09 11:27:10 CST 2022","Thu Jun 09 11:28:51 CST 2022","101110","test_case","test_web","Test_web","","","test_wenku[qing10]",""
"passed","Thu Jun 09 11:23:43 CST 2022","Thu Jun 09 11:24:12 CST 2022","29046","test_case","test_web","Test_web","","","test_page[args0]",""
"passed","Thu Jun 09 11:29:41 CST 2022","Thu Jun 09 11:30:13 CST 2022","32294","test_case","test_web","Test_web","","","test_tieba[ba0]",""
"failed","Thu Jun 09 11:24:12 CST 2022","Thu Jun 09 11:24:39 CST 2022","26518","test_case","test_web","Test_web","","","test_zixun[keqing0]",""
"passed","Thu Jun 09 11:25:55 CST 2022","Thu Jun 09 11:27:10 CST 2022","75050","test_case","test_web","Test_web","","","test_zhidao[li0]",""
"passed","Thu Jun 09 11:25:07 CST 2022","Thu Jun 09 11:25:55 CST 2022","47323","test_case","test_web","Test_web","","","test_tupian[qi0]",""
